id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
wc_post_id_3610,"Sound System","Conferences, corporate events, award dinners, fashion shows, exhibitions, concerts, theatre, touring, festivals and more. We provide our services across the Nepal.",https://www.pmstnepal.com/wp-content/uploads/2015/12/IMG_9031-scaled.jpg,https://www.pmstnepal.com/product/sound-system/,"Sound System","PMST Nepal",30000NPR,in stock,wc_post_id_3610,https://www.pmstnepal.com/cart/?add-to-cart=3610,"https://www.pmstnepal.com/wp-content/uploads/2015/12/IMG_9069-scaled.jpg,https://www.pmstnepal.com/wp-content/uploads/2015/12/IMG_9080-scaled.jpg,https://www.pmstnepal.com/wp-content/uploads/2015/12/IMG_9081-scaled.jpg",1970-01-29T00:00+00:00/2038-01-17T23:59+00:00,25000NPR,new,published,,
